COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
indomethacin	8 day	Low	641	13.4	40.9	63.7	20.9	32.9	6.2	104.9	132	7	0	0	4	89	11.5	16.1	244	913	72	91	136	0.47	0	213	25	0.5	138	4.5	105	10.9	7.7	6.2	4.1	2	59	27	109	1
indomethacin	8 day	Low	732	14.7	44.1	60.3	20	33.2	6	143.8	155	8	1	0	7	84	11.7	15.2	230	1048	59	210	136	0.39	0.02	173	20	0.5	140	5.2	108	10.6	8	5.9	4	2.1	75	34	91	1
indomethacin	8 day	Low	665	14	42.4	63.7	21.1	33.1	6.8	127.1	86.3	16	1	0	6	78	11.1	16.1	271	1059	99	157	184	0.35	0.01	195	17	0.6	139	5.1	103	10.9	8	6.1	4	1.9	58	27	89	1
indomethacin	8 day	Low	665	14	42.4	63.7	21.1	33.1	6.8	127.1	86.3	16	1	0	6	78	11.1	16.1	271	1059	99	157	184	0.35	0.01	195	17	0.6	139	5.1	103	10.9	8	6.1	4	1.9	58	27	89	1
indomethacin	8 day	Low	655	13.9	41.7	63.7	21.2	33.2	5.9	124.2	116	6	1	0	17	75	11.6	17.1	240	613	78	158	172	0.42	0	184	20	0.6	140	4.4	106	11.3	8.8	6.1	4.3	2.4	52	30	79	2
indomethacin	8 day	Low	655	13.9	41.7	63.7	21.2	33.2	5.9	124.2	116	6	1	0	17	75	11.6	17.1	240	613	78	158	172	0.42	0	184	20	0.6	140	4.4	106	11.3	8.8	6.1	4.3	2.4	52	30	79	2
indomethacin	8 day	Low	591	13.2	40.2	68.1	22.4	32.9	11.2	109.3	132	9	0	0	2	88	12.4	17.2	216	830	79	132	155	0.41	0	201	18	0.5	140	5.2	106	11.1	8.6	5.8	3.8	1.9	63	33	78	2
indomethacin	8 day	Low	591	13.2	40.2	68.1	22.4	32.9	11.2	109.3	132	9	0	0	2	88	12.4	17.2	216	830	79	132	155	0.41	0	201	18	0.5	140	5.2	106	11.1	8.6	5.8	3.8	1.9	63	33	78	2
indomethacin	15 day	Low	746	14.8	44.2	59.2	19.8	33.4	4.6	116.9	183	11	1	0	3	85	12	16.2	218	521	67	125	137	0.23	0	205	18	0.6	138	4.9	106	10.1	7.8	6.2	4	1.8	76	42	107	3
indomethacin	15 day	Low	737	14.2	43.4	59	19.2	32.6	3.6	118.5	94.2	11	1	0	6	83	11.6	16.1	231	1095	89	188	172	0.35	0	160	21	0.6	140	4.4	107	10.6	7.7	6.5	4.3	2	64	38	90	1
indomethacin	15 day	Low	737	14.2	43.4	59	19.2	32.6	3.6	118.5	94.2	11	1	0	6	83	11.6	16.1	231	1095	89	188	172	0.35	0	160	21	0.6	140	4.4	107	10.6	7.7	6.5	4.3	2	64	38	90	1
indomethacin	15 day	Low	717	14.3	42.6	59.4	19.9	33.6	5.2	122.6	124	9	0	0	5	85	11.3	16.6	236	676	78	156	162	0.23	0	205	20	0.5	139	4.9	106	10.6	8.3	6.5	4	1.6	60	34	87	1
indomethacin	15 day	Low	717	14.3	42.6	59.4	19.9	33.6	5.2	122.6	124	9	0	0	5	85	11.3	16.6	236	676	78	156	162	0.23	0	205	20	0.5	139	4.9	106	10.6	8.3	6.5	4	1.6	60	34	87	1
indomethacin	15 day	Low	703	14.4	43.9	62.5	20.5	32.8	3.7	106.9	129	8	1	0	5	86	11	16.7	230	843	91	126	175	0.26	0.02	204	19	0.6	141	4.2	104	10.8	8.8	6.6	4.3	1.9	52	24	78	1
indomethacin	15 day	Low	730	14.2	43	58.9	19.4	33	4.6	131	174	6	1	0	5	88	12	17.1	247	493	81	210	180	0.24	0	200	20	0.6	139	4.3	105	10.6	7.9	6.5	4.2	1.8	51	30	74	1
indomethacin	15 day	Low	730	14.2	43	58.9	19.4	33	4.6	131	174	6	1	0	5	88	12	17.1	247	493	81	210	180	0.24	0	200	20	0.6	139	4.3	105	10.6	7.9	6.5	4.2	1.8	51	30	74	1
indomethacin	29 day	Low	849	15.5	46	54.2	18.3	33.7	2.6	126.6	195	7	1	0	2	91	11.8	16.6	255	636	89	244	173	0.3	0	227	33	0.7	138	4.3	105	10.5	7.7	6.5	4.1	1.7	75	35	107	2
indomethacin	29 day	Low	849	15.5	46	54.2	18.3	33.7	2.6	126.6	195	7	1	0	2	91	11.8	16.6	255	636	89	244	173	0.3	0	227	33	0.7	138	4.3	105	10.5	7.7	6.5	4.1	1.7	75	35	107	2
indomethacin	29 day	Low	753	14.7	43.8	58.1	19.5	33.6	2.3	102	200	4	0	0	3	94	11.8	16.8	240	841	65	230	148	0.34	0	198	20	0.7	139	4.4	107	10.3	7.1	6.5	4.2	1.8	55	27	55	0
indomethacin	29 day	Low	753	14.7	43.8	58.1	19.5	33.6	2.3	102	200	4	0	0	3	94	11.8	16.8	240	841	65	230	148	0.34	0	198	20	0.7	139	4.4	107	10.3	7.1	6.5	4.2	1.8	55	27	55	0
indomethacin	29 day	Low	777	15.1	45.3	58.3	19.4	33.3	2.8	142.6	145	17	1	0	15	68	11.7	16.7	253	675	72	184	150	0.35	0	196	18	0.7	142	4	107	10.7	8.1	6.6	4.2	1.8	72	36	203	1
indomethacin	29 day	Low	783	15.6	47.2	60.2	19.9	33	3	100.1	116	12	1	0	6	82	11.8	15.8	280	932	102	164	188	0.29	0	201	19	0.6	140	4.2	107	10.9	8.6	6.5	4.2	1.8	54	27	58	2
indomethacin	29 day	Low	783	15.6	47.2	60.2	19.9	33	3	100.1	116	12	1	0	6	82	11.8	15.8	280	932	102	164	188	0.29	0	201	19	0.6	140	4.2	107	10.9	8.6	6.5	4.2	1.8	54	27	58	2
indomethacin	29 day	Low	817	15	46.4	56.8	18.3	32.2	2.8	97.2	92.8	13	1	0	2	83	11.8	16.3	221	394	61	70	130	0.44	0.04	197	18	0.6	139	4.3	107	10.7	7.6	6.3	4.3	2.2	57	30	86	1
indomethacin	4 day	Middle	607	12.9	38.7	63.7	21.2	33.3	7.8	109.5	105	9	0	0	6	85	11	16.6	216	1335	75	71	148	0.36	0.03	216	17	0.6	140	4.9	106	10.6	8.3	5.9	3.9	2	70	33	111	1
indomethacin	4 day	Middle	607	12.9	38.7	63.7	21.2	33.3	7.8	109.5	105	9	0	0	6	85	11	16.6	216	1335	75	71	148	0.36	0.03	216	17	0.6	140	4.9	106	10.6	8.3	5.9	3.9	2	70	33	111	1
indomethacin	4 day	Middle	651	13.9	41.5	63.7	21.3	33.4	5.8	109.7	144	13	1	0	4	83	11.3	16.3	216	1287	83	98	162	0.41	0.08	204	17	0.5	139	5.1	109	10.4	8.2	5.7	3.8	2	63	33	83	1
indomethacin	4 day	Middle	671	14	42.3	63.1	20.8	33	8.4	102.7	117	13	1	0	8	78	10.9	15.5	219	1104	79	54	133	0.29	0.1	209	18	0.6	140	5.1	109	10.5	7.3	5.9	3.9	2	66	36	103	1
indomethacin	4 day	Middle	671	14	42.3	63.1	20.8	33	8.4	102.7	117	13	1	0	8	78	10.9	15.5	219	1104	79	54	133	0.29	0.1	209	18	0.6	140	5.1	109	10.5	7.3	5.9	3.9	2	66	36	103	1
indomethacin	4 day	Middle	640	13.2	39.1	61	20.6	33.7	6.8	137.7	148	8	0	0	8	83	10.9	15.4	218	1015	76	52	142	0.43	0.03	187	19	0.6	139	4.7	105	10.8	9.5	5.6	3.8	2.1	62	31	88	1
indomethacin	4 day	Middle	625	13.6	40.7	65.2	21.8	33.4	6.5	104.8	118	11	1	0	6	82	11.2	16.1	222	1321	78	49	134	0.35	0.05	182	14	0.5	140	4.7	107	10.4	8.3	5.6	3.9	2.3	49	31	73	1
indomethacin	4 day	Middle	625	13.6	40.7	65.2	21.8	33.4	6.5	104.8	118	11	1	0	6	82	11.2	16.1	222	1321	78	49	134	0.35	0.05	182	14	0.5	140	4.7	107	10.4	8.3	5.6	3.9	2.3	49	31	73	1
indomethacin	8 day	Middle	631	13.8	41.3	65.5	21.9	33.4	6.4	115.4	141	6	1	0	3	91	11.7	17.1	250	900	82	138	159	0.27	0	205	20	0.5	140	4.9	107	11.3	8.4	6.4	4.3	2.1	59	30	95	0
indomethacin	8 day	Middle	631	13.8	41.3	65.5	21.9	33.4	6.4	115.4	141	6	1	0	3	91	11.7	17.1	250	900	82	138	159	0.27	0	205	20	0.5	140	4.9	107	11.3	8.4	6.4	4.3	2.1	59	30	95	0
indomethacin	8 day	Middle	652	13.8	41.5	63.8	21.2	33.3	6.1	121.1	165	20	1	0	12	67	12.1	16.4	241	1245	87	132	155	0.39	0	179	21	0.6	140	5	108	11	7.6	6.3	3.8	1.5	75	31	154	2
indomethacin	8 day	Middle	652	13.8	41.5	63.8	21.2	33.3	6.1	121.1	165	20	1	0	12	67	12.1	16.4	241	1245	87	132	155	0.39	0	179	21	0.6	140	5	108	11	7.6	6.3	3.8	1.5	75	31	154	2
indomethacin	8 day	Middle	687	14.1	42.5	61.9	20.5	33.1	5.6	122.7	119	16	1	0	11	73	11.5	16.8	240	635	86	129	165	0.4	0	182	19	0.5	139	4.9	107	11.4	7.9	6.4	4.4	2.2	63	37	97	1
indomethacin	8 day	Middle	682	13.4	40.6	59.5	19.7	33.1	6.3	114.7	119	8	1	0	7	84	11.4	15.9	234	1117	93	128	173	0.44	0	200	18	0.7	142	4.4	106	11.3	8.3	6.1	4.1	2.1	57	32	85	1
indomethacin	8 day	Middle	682	13.4	40.6	59.5	19.7	33.1	6.3	114.7	119	8	1	0	7	84	11.4	15.9	234	1117	93	128	173	0.44	0	200	18	0.7	142	4.4	106	11.3	8.3	6.1	4.1	2.1	57	32	85	1
indomethacin	8 day	Middle	681	13.4	40.9	60.1	19.7	32.8	6.5	90.6	89.1	8	1	0	7	84	12	16.3	235	1309	92	144	167	0.51	0.03	195	19	0.6	139	4.7	104	11.4	9.9	6.1	4.1	2.1	53	36	98	1
indomethacin	15 day	Middle	724	14.2	43.9	60.6	19.5	32.3	4.4	104.1	145	5	0	0	6	89	11.7	16.6	214	1069	63	141	145	0.21	0	207	23	0.6	139	4.8	107	10.6	8.2	6.3	4.2	2	63	49	113	0
indomethacin	15 day	Middle	724	14.2	43.9	60.6	19.5	32.3	4.4	104.1	145	5	0	0	6	89	11.7	16.6	214	1069	63	141	145	0.21	0	207	23	0.6	139	4.8	107	10.6	8.2	6.3	4.2	2	63	49	113	0
indomethacin	15 day	Middle	664	13.8	41.7	62.8	20.7	33	5.3	112.3	112	9	1	0	5	86	11.8	16.3	239	988	76	173	163	0.26	0	196	22	0.6	140	5	105	11.1	8.4	6.4	4.4	2.2	52	29	85	0
indomethacin	15 day	Middle	664	13.8	41.7	62.8	20.7	33	5.3	112.3	112	9	1	0	5	86	11.8	16.3	239	988	76	173	163	0.26	0	196	22	0.6	140	5	105	11.1	8.4	6.4	4.4	2.2	52	29	85	0
indomethacin	15 day	Middle	676	14.2	42.4	62.7	21	33.5	6.2	128.6	121	9	1	0	3	87	12.2	15.6	255	624	80	116	152	0.34	0	188	23	0.6	139	4.9	105	10.7	7.8	6.4	4.2	1.9	47	24	98	1
indomethacin	15 day	Middle	661	13.7	41.8	63.2	20.6	32.7	4.8	124.5	151	9	1	0	6	84	11.8	15.1	227	932	64	100	136	0.27	0	201	25	0.6	140	4.8	109	10.7	8.2	5.9	3.7	1.7	49	30	67	1
indomethacin	15 day	Middle	724	15.1	45.6	62.9	20.8	33.1	4.7	103.1	144	4	1	0	9	86	11.7	17.2	248	881	78	176	161	0.28	0.03	214	20	0.5	140	4.2	105	10.8	8.8	6.6	4.1	1.6	55	28	86	3
indomethacin	29 day	Middle	757	15	45	59.5	19.8	33.4	3.4	84.7	151	7	1	0	3	89	11.8	17.2	266	535	83	114	152	0.26	0	171	22	0.7	141	4.4	107	11	7.1	7.3	4.6	1.7	61	27	106	4
indomethacin	29 day	Middle	828	15.2	46.2	55.8	18.4	32.9	3.3	93.9	74.2	17	1	0	7	75	12	16.9	229	550	82	113	145	0.26	0	187	20	0.6	141	4.2	107	10.5	7.2	6.5	4.2	1.8	57	22	50	1
indomethacin	29 day	Middle	738	14.6	43.3	58.7	19.8	33.7	2.9	110.6	159	9	1	0	4	86	12.1	17.8	250	778	87	180	166	0.45	0.02	206	23	0.7	140	4.3	105	10.6	7.8	6.7	4.2	1.7	72	29	106	1
indomethacin	29 day	Middle	796	15.7	47.1	59.2	19.7	33.3	2.3	106.9	128	16	1	0	3	79	12	15.4	263	828	64	149	141	0.33	0	175	21	0.6	140	4.5	109	10.5	7.1	6.6	4.2	1.8	82	55	66	1
indomethacin	29 day	Middle	796	15.7	47.1	59.2	19.7	33.3	2.3	106.9	128	16	1	0	3	79	12	15.4	263	828	64	149	141	0.33	0	175	21	0.6	140	4.5	109	10.5	7.1	6.6	4.2	1.8	82	55	66	1
indomethacin	29 day	Middle	752	15.2	45.1	59.9	20.2	33.6	3.7	111.9	170	8	1	0	2	89	11.8	17.1	268	703	84	340	183	0.32	0	187	21	0.7	140	4.5	107	11	8.2	7.1	4.5	1.7	53	25	124	2
indomethacin	4 day	High	589	12.6	37.2	63.3	21.5	33.9	7.3	96.6	106	18	0	0	9	73	10.6	17.4	360	713	87	175	159	0.31	0.01	189	18	0.6	140	4.7	108	10.3	6.3	4.9	3	1.6	49	28	76	2
indomethacin	4 day	High	589	12.6	37.2	63.3	21.5	33.9	7.3	96.6	106	18	0	0	9	73	10.6	17.4	360	713	87	175	159	0.31	0.01	189	18	0.6	140	4.7	108	10.3	6.3	4.9	3	1.6	49	28	76	2
indomethacin	4 day	High	579	12.4	37.1	64.1	21.4	33.4	10.2	96.6	165	28	1	0	14	57	11	16.7	345	597	61	61	118	0.29	0.09	206	12	0.6	140	4.6	108	10.3	7.8	5.5	3.2	1.4	52	30	208	0
indomethacin	4 day	High	579	12.4	37.1	64.1	21.4	33.4	10.2	96.6	165	28	1	0	14	57	11	16.7	345	597	61	61	118	0.29	0.09	206	12	0.6	140	4.6	108	10.3	7.8	5.5	3.2	1.4	52	30	208	0
indomethacin	4 day	High	588	12.5	38.3	65.2	21.3	32.7	6.7	105.6	129	18	1	0	13	69	10.9	15.7	279	787	72	228	160	0.37	0.03	184	21	0.5	140	4.8	107	10.7	8.6	5.7	3.7	1.9	58	33	94	2
indomethacin	4 day	High	574	12.2	36.2	62.9	21.2	33.7	7.7	83.5	176	18	1	0	11	70	11.4	17.1	330	810	96	150	175	0.37	0.06	206	15	0.6	140	4.4	109	10.4	9.4	5.5	3.4	1.6	63	29	232	2
indomethacin	4 day	High	619	13.8	41.2	66.5	22.3	33.6	7.5	107.8	113	11	0	0	15	73	11.4	17.3	228	789	65	63	123	0.33	0	173	15	0.6	142	4.5	106	10.7	9.2	5.7	3.8	2	48	29	192	2
indomethacin	8 day	High	585	11.9	35.5	60.7	20.4	33.5	9.7	197.3	42.1	40	1	0	15	45	11.7	20.8	470	624	54	87	114	0.36	0	140	21	0.6	134	6	105	9.8	8.2	5.2	2.3	0.8	62	8	83	6
indomethacin	8 day	High	585	11.9	35.5	60.7	20.4	33.5	9.7	197.3	42.1	40	1	0	15	45	11.7	20.8	470	624	54	87	114	0.36	0	140	21	0.6	134	6	105	9.8	8.2	5.2	2.3	0.8	62	8	83	6
indomethacin	8 day	High	639	13.3	40.4	63.3	20.9	33	7	115.4	141	19	1	0	8	72	11.3	16.2	283	1007	107	116	182	0.24	0	212	19	0.7	140	4.5	108	11.4	9.3	6	3.9	1.9	62	28	192	1
indomethacin	8 day	High	639	13.3	40.4	63.3	20.9	33	7	115.4	141	19	1	0	8	72	11.3	16.2	283	1007	107	116	182	0.24	0	212	19	0.7	140	4.5	108	11.4	9.3	6	3.9	1.9	62	28	192	1
indomethacin	8 day	High	548	11.6	34.6	63.2	21.3	33.6	13.1	123.6	266	21	0	0	4	75	12.3	18.1	378	386	83	155	157	0.25	0	182	18	0.5	140	4.5	105	10.5	9.6	5.2	2.9	1.3	52	21	172	2
indomethacin	8 day	High	548	11.6	34.6	63.2	21.3	33.6	13.1	123.6	266	21	0	0	4	75	12.3	18.1	378	386	83	155	157	0.25	0	182	18	0.5	140	4.5	105	10.5	9.6	5.2	2.9	1.3	52	21	172	2
indomethacin	15 day	High	516	10.1	29.7	57.5	19.7	34.2	9	139	146	34	0	2	15	49	10.4	24.9	436	1239	56	91	126	0.31	0.16	133	152	1	131	8.1	102	10	13.4	5.5	2.3	0.7	100	20	166	10
indomethacin	15 day	High	658	13.5	40.4	61.4	20.5	33.4	5.8	116.8	213	30	0	0	4	65	12.2	15.9	300	654	77	98	141	0.24	0	186	26	0.7	141	4.4	108	10.5	8.5	5.9	3.7	1.7	70	31	143	4
indomethacin	15 day	High	658	13.5	40.4	61.4	20.5	33.4	5.8	116.8	213	30	0	0	4	65	12.2	15.9	300	654	77	98	141	0.24	0	186	26	0.7	141	4.4	108	10.5	8.5	5.9	3.7	1.7	70	31	143	4
indomethacin	15 day	High	429	9.1	27	63.1	21.1	33.5	18.8	169.3	221	54	2	0	12	32	11.5	17.5	377	370	78	188	150	0.22	0	174	16	0.5	141	4.8	110	10.1	8.2	5.6	3.2	1.3	55	19	68	4
indomethacin	15 day	High	368	7.6	22.8	61.9	20.7	33.4	18.4	179.3	114	5	0	0	6	89	11.1	19.3	480	678	55	66	113	0.35	0.03	118	68	0.7	137	5.8	105	9.8	13.5	5.3	2.2	0.7	91	7	147	8
indomethacin	15 day	High	368	7.6	22.8	61.9	20.7	33.4	18.4	179.3	114	5	0	0	6	89	11.1	19.3	480	678	55	66	113	0.35	0.03	118	68	0.7	137	5.8	105	9.8	13.5	5.3	2.2	0.7	91	7	147	8
meloxicam	1 day	Middle	616	13.6	40.2	65.3	22	33.8	8.4	133.9	146.9	17	1	0	2	79	12	20.6	243	973	81	146	161	0.15	0.09	207	14	0.4	142	4	103	10.6	7.8	5.5	3.5	1.8	64	40	149	1
meloxicam	1 day	Middle	697	13.7	40.4	58	19.6	33.8	5.3	121.4	90.8	12	1	1	3	83	11.7	18.9	224	899	76	185	148	0.21	0.14	204	16	0.4	143	4	106	11	6.2	5.6	3.6	1.8	58	26	179	1
meloxicam	1 day	Middle	699	14.3	42.1	60.2	20.5	34	4.9	112.4	73.4	12	1	1	3	82	11.5	18.2	227	881	79	106	148	0.14	0.09	199	14	0.4	142	3.6	106	11	7.5	5.5	3.3	1.5	65	32	158	1
meloxicam	1 day	Middle	597	13.3	38.9	65.1	22.3	34.2	6.9	135.1	103.2	20	2	1	3	74	11.6	19.5	203	838	73	121	151	0.14	0.09	212	16	0.4	142	3.6	103	10.7	7.8	5.3	3.3	1.6	66	32	177	1
meloxicam	1 day	Middle	625	13.3	39.6	63.4	21.2	33.5	6.3	125.6	95.8	21	1	0	2	75	11.8	18.2	227	1315	62	69	124	0.14	0.08	199	15	0.5	143	4.2	105	11.1	8.1	5.6	3.4	1.5	60	33	142	1
meloxicam	1 day	Low	589	12.9	38.1	64.7	21.9	33.9	7.2	118.1	113.8	17	1	0	3	78	12	18.3	206	1437	67	102	127	0.18	0.12	197	17	0.4	140	4.9	105	10.4	6.8	5.2	3.5	2.1	77	40	134	1
meloxicam	1 day	Low	604	12.5	36.9	61.1	20.6	33.7	6.4	131.8	125.7	19	1	0	2	77	11.8	18.7	211	717	77	61	135	0.14	0.08	187	15	0.4	143	4	107	10.7	6.8	5.3	3.2	1.5	69	33	211	1
meloxicam	1 day	Low	599	13.5	40.7	67.9	22.5	33.2	8.4	118.6	193.2	34	0	0	5	60	11.8	18.6	237	896	91	103	166	0.13	0.07	195	14	0.4	141	4.5	105	11	8.7	5.4	3	1.3	63	37	196	1
meloxicam	1 day	Low	616	13.4	39.2	63.7	21.8	34.2	6.6	113.1	100.6	18	1	0	3	78	11.6	18.1	203	865	63	70	126	0.12	0.07	217	13	0.4	141	4.1	104	10.8	9.2	5.6	3.3	1.4	73	40	174	1
